-1.2179,3.6834,-0.13193
-0.11343,4.083,-0.10955
2.1859,1.8059,0.17386
-0.18405,2.9466,-1.2568
-5.6182,1.8384,0.56502
3.5861,1.6639,0.081359
-4.9015,2.9832,-0.77411
-1.7741,2.1834,-0.71476
2.6089,2.9061,1.6537
1.352,2.5415,-1.1284
-1.6081,3.4178,-1.7535
4.0594,0.29005,-0.21178
3.0055,4.5557,-0.17095
-1.7898,2.7905,1.7805
-2.4613,1.2303,1.0505
-1.4498,4.2919,0.44349
-0.61205,2.2312,0.17501
-2.878,2.535,1.8764
-0.30091,2.733,-1.2453
2.3976,4.9255,0.72864
-0.56686,4.5218,1.0711
2.76,0.70758,-0.74645
-0.80862,2.4207,0.74319
-2.4302,2.715,1.0419
-1.4852,1.9102,-0.47499
4.0963,2.7468,-1.2367
-5.1463,0.15703,-1.0845
3.4371,0.017612,-0.5532
4.3256,0.55495,0.014744
-2.1217,4.4279,-1.2214
2.2463,0.42613,0.45938
-0.3839,2.8199,0.18982
2.2075,1.5345,0.067467
2.8517,2.977,-0.12814
-4.0455,1.4699,0.71498
0.19613,3.9039,-1.3929
3.2262,2.4861,1.5534
-3.3716,0.14826,-0.059752
-1.0909,2.2521,0.89682
-4.1581,2.175,0.46781
-2.003,3.8272,0.12241
2.6799,3.9288,-1.6764
-4.4012,0.038365,-0.36577
3.9794,3.1428,0.5948
-0.657,2.7073,1.5764
-1.5514,1.4639,0.042578
-4.2692,2.0628,-0.00802
4.7116,2.8626,1.2378
0.76255,5.6099,-0.47646
2.1897,0.72995,-1.031
-4.1231,4.3402,0.19271
-2.8495,0.10303,1.0305
-2.4842,3.6385,0.81049
-0.72842,5.4548,1.1156
-1.7513,3.6496,0.050584
-3.0628,2.4556,0.075181
1.4988,2.8773,1.8223
-0.71599,4.1427,0.3816
3.0755,4.1466,1.1316
-3.9787,0.49922,0.089675
3.7052,3.3668,-1.4698
-3.3049,0.53933,0.0030892
-1.3438,3.7419,0.59234
1.1502,3.1002,1.7811
-3.9831,1.5674,-0.10059
4.776,3.1437,0.85036
2.1032,3.7425,-0.56689
-3.9345,2.8002,-0.36527
-3.6663,1.8237,0.3915
-0.74371,2.4173,1.2841
0.35806,2.1195,0.6006
0.86727,4.5065,0.3518
3.1969,4.3212,-1.3525
1.9381,4.8215,-0.98907
-1.749,1.4714,1.0277
0.29486,5.3623,-0.75585
0.27591,2.5127,-0.98447
2.5424,3.881,0.66866
-2.7911,0.51779,-0.38028
2.5912,0.95094,1.1962
1.9935,3.398,0.093109
-2.0577,4.921,0.91823
3.7898,0.37615,0.044855
2.1818,4.9415,-1.084
3.2621,0.23576,-0.14263
0.49263,3.4017,1.7083
-0.5561,4.1178,-0.52542
4.1627,0.47857,0.44333
-3.1126,0.70371,0.32816
4.099,0.59151,-1.2727
-4.4338,2.4938,1.2144
-4.8276,0.073751,-1.4977
-1.0908,2.2853,-0.35463
4.4491,1.2743,-1.3655
-3.535,0.38453,1.9427
4.9536,0.27759,-0.32329
2.3289,1.0131,-0.94337
-0.20199,3.4697,-1.7481
-3.9771,4.3074,-0.4264
2.3818,0.5154,0.39452
0.13512,2.6544,0.66904
3.9369,0.62773,1.9673
-3.6062,1.0819,0.060998
1.443,5.0265,0.87045
4.9822,1.2636,1.5446
1.536,3.5187,0.60839
2.2209,1.5539,0.76956
-4.7865,1.2957,-0.38229
3.0224,4.8443,-0.87179
1.3746,3.6532,0.37058
-0.40248,3.9278,0.22593
0.63778,4.3594,-1.9232
-2.9987,1.5187,1.2731
4.3946,0.66028,1.9484
-2.2643,3.5132,0.43469
-3.1185,2.6512,-0.75759
2.9402,2.4378,-1.2889
-3.8412,2.7218,-1.4425
-4.2994,0.83353,-0.12433
-4.078,0.82736,-1.6042
1.7339,1.8972,-0.97862
2.0986,2.3841,1.8022
0.14341,3.8212,-1.6886
